"X","Region","Risk","Outcome","PAF","Country","Risk.reduction.policy","Mortality.reduction.policy","Risk.reduction.tax","Mortality.reduction.tax","NCD.cause.grouping","NCD4","self_harm"
193,"High SDI","Alcohol","Fire, heat, and hot substances",0.1,"Andorra",0.269,0.0269,0.1225,0.01225,"All other noncommunicable diseases","no","no"
194,"High SDI","Alcohol","Intracerebral hemorrhage",0.2,"Andorra",0.269,0.0538,0.1225,0.0245,"Haemorrhagic stroke","yes","no"
195,"High SDI","Alcohol","Hypertensive heart disease",0.222,"Andorra",0.269,0.059718,0.1225,0.027195,"All other cardiovascular diseases","yes","no"
196,"High SDI","Alcohol","Larynx cancer",0.376,"Andorra",0.269,0.101144,0.1225,0.04606,"Upper aerodigestive tract cancers","yes","no"
197,"High SDI","Alcohol","Lip and oral cavity cancer",0.538,"Andorra",0.269,0.144722,0.1225,0.065905,"Upper aerodigestive tract cancers","yes","no"
198,"High SDI","Alcohol","Liver cancer due to alcohol use",1,"Andorra",0.269,0.269,0.1225,0.1225,"Liver cancer","yes","no"
199,"High SDI","Alcohol","Motor vehicle road injuries",0.208,"Andorra",0.269,0.055952,0.1225,0.02548,"All other noncommunicable diseases","no","no"
200,"High SDI","Alcohol","Motorcyclist road injuries",0.221,"Andorra",0.269,0.059449,0.1225,0.0270725,"All other noncommunicable diseases","no","no"
201,"High SDI","Alcohol","Multidrug-resistant tuberculosis without extensive drug resistance",0.391,"Andorra",0.269,0.105179,0.1225,0.0478975,NA,"no","no"
202,"High SDI","Alcohol","Nasopharynx cancer",0.563,"Andorra",0.269,0.151447,0.1225,0.0689675,"Upper aerodigestive tract cancers","yes","no"
203,"High SDI","Alcohol","Esophageal cancer",0.385,"Andorra",0.269,0.103565,0.1225,0.0471625,"Upper aerodigestive tract cancers","yes","no"
204,"High SDI","Alcohol","Other pharynx cancer",0.601,"Andorra",0.269,0.161669,0.1225,0.0736225,"Upper aerodigestive tract cancers","yes","no"
205,"High SDI","Alcohol","Other road injuries",0.2,"Andorra",0.269,0.0538,0.1225,0.0245,"All other noncommunicable diseases","no","no"
206,"High SDI","Alcohol","Other transport injuries",0.217,"Andorra",0.269,0.058373,0.1225,0.0265825,"All other noncommunicable diseases","no","no"
207,"High SDI","Alcohol","Other unintentional injuries",0.132,"Andorra",0.269,0.035508,0.1225,0.01617,"All other noncommunicable diseases","no","no"
208,"High SDI","Alcohol","Pancreatitis",0.36,"Andorra",0.269,0.09684,0.1225,0.0441,"All other noncommunicable diseases","no","no"
209,"High SDI","Alcohol","Pedestrian road injuries",0.19,"Andorra",0.269,0.05111,0.1225,0.023275,"All other noncommunicable diseases","no","no"
210,"High SDI","Alcohol","Poisonings",0.111,"Andorra",0.269,0.029859,0.1225,0.0135975,"All other noncommunicable diseases","no","no"
211,"High SDI","Alcohol","Self-harm by firearm",0.29,"Andorra",0.269,0.07801,0.1225,0.035525,"All other noncommunicable diseases","no","yes"
212,"High SDI","Alcohol","Self-harm by other specified means",0.263,"Andorra",0.269,0.070747,0.1225,0.0322175,"All other noncommunicable diseases","no","yes"
213,"High SDI","Alcohol","Unintentional firearm injuries",0.115,"Andorra",0.269,0.030935,0.1225,0.0140875,"All other noncommunicable diseases","no","no"
214,"High SDI","Smoking","Acute lymphoid leukaemia",0.105,"Andorra",0.151768,0.01593564,0.020352,0.00213696,"All other cancers","yes","no"
215,"High SDI","Smoking","Acute myeloid leukaemia",0.133,"Andorra",0.151768,0.020185144,0.020352,0.002706816,"All other cancers","yes","no"
216,"High SDI","Smoking","All causes",0.149,"Andorra",0.151768,0.022613432,0.020352,0.003032448,NA,"no","no"
217,"High SDI","Smoking","Asthma",0.101,"Andorra",0.151768,0.015328568,0.020352,0.002055552,"Chronic respiratory diseases","yes","no"
218,"High SDI","Smoking","Bladder cancer",0.356,"Andorra",0.151768,0.054029408,0.020352,0.007245312,"All other cancers","yes","no"
219,"High SDI","Smoking","Cervical cancer",0.126,"Andorra",0.151768,0.019122768,0.020352,0.002564352,"Cervix uteri cancer","yes","no"
220,"High SDI","Smoking","Chronic lymphoid leukaemia",0.157,"Andorra",0.151768,0.023827576,0.020352,0.003195264,"All other cancers","yes","no"
221,"High SDI","Smoking","Chronic myeloid leukaemia",0.139,"Andorra",0.151768,0.021095752,0.020352,0.002828928,"All other cancers","yes","no"
222,"High SDI","Smoking","Chronic obstructive pulmonary disease",0.748,"Andorra",0.151768,0.113522464,0.020352,0.015223296,"Chronic respiratory diseases","yes","no"
223,"High SDI","Smoking","Intracerebral hemorrhage",0.119,"Andorra",0.151768,0.018060392,0.020352,0.002421888,"Haemorrhagic stroke","yes","no"
224,"High SDI","Smoking","Kidney cancer",0.21,"Andorra",0.151768,0.03187128,0.020352,0.00427392,"All other cancers","yes","no"
225,"High SDI","Smoking","Larynx cancer",0.802,"Andorra",0.151768,0.121717936,0.020352,0.016322304,"Upper aerodigestive tract cancers","yes","no"
226,"High SDI","Smoking","Lip and oral cavity cancer",0.588,"Andorra",0.151768,0.089239584,0.020352,0.011966976,"Upper aerodigestive tract cancers","yes","no"
227,"High SDI","Smoking","Liver cancer due to alcohol use",0.235,"Andorra",0.151768,0.03566548,0.020352,0.00478272,"Liver cancer","yes","no"
228,"High SDI","Smoking","Liver cancer due to hepatitis B",0.197,"Andorra",0.151768,0.029898296,0.020352,0.004009344,"Liver cancer","yes","no"
229,"High SDI","Smoking","Liver cancer due to hepatitis C",0.183,"Andorra",0.151768,0.027773544,0.020352,0.003724416,"Liver cancer","yes","no"
230,"High SDI","Smoking","Liver cancer due to other causes",0.23,"Andorra",0.151768,0.03490664,0.020352,0.00468096,"Liver cancer","yes","no"
231,"High SDI","Smoking","Lower respiratory infections",0.179,"Andorra",0.151768,0.027166472,0.020352,0.003643008,NA,"no","no"
232,"High SDI","Smoking","Nasopharynx cancer",0.588,"Andorra",0.151768,0.089239584,0.020352,0.011966976,"Upper aerodigestive tract cancers","yes","no"
233,"High SDI","Smoking","Esophageal cancer",0.556,"Andorra",0.151768,0.084383008,0.020352,0.011315712,"Upper aerodigestive tract cancers","yes","no"
234,"High SDI","Smoking","Other chronic respiratory diseases",0.221,"Andorra",0.151768,0.033540728,0.020352,0.004497792,"Chronic respiratory diseases","yes","no"
235,"High SDI","Smoking","Other leukaemia",0.137,"Andorra",0.151768,0.020792216,0.020352,0.002788224,"All other cancers","yes","no"
236,"High SDI","Smoking","Pancreatic cancer",0.237,"Andorra",0.151768,0.035969016,0.020352,0.004823424,"All other cancers","yes","no"
237,"High SDI","Smoking","Peptic ulcer disease",0.102,"Andorra",0.151768,0.015480336,0.020352,0.002075904,"All other noncommunicable diseases","no","no"
238,"High SDI","Smoking","Prostate cancer",0.065,"Andorra",0.151768,0.00986492,0.020352,0.00132288,"Prostate cancer","yes","no"
239,"High SDI","Smoking","Stomach cancer",0.139,"Andorra",0.151768,0.021095752,0.020352,0.002828928,"Stomach cancer","yes","no"
240,"High SDI","Smoking","Tracheal, bronchus, and lung cancer",0.799,"Andorra",0.151768,0.121262632,0.020352,0.016261248,"Lung cancer","yes","no"
241,"Low SDI","Alcohol","Alcohol use disorders",1,"Angola",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
242,"Low SDI","Alcohol","Alcoholic cardiomyopathy",1,"Angola",0.269,0.269,0.1225,0.1225,"All other cardiovascular diseases","yes","no"
243,"Low SDI","Alcohol","Cirrhosis and other chronic liver diseases due to alcohol use",1,"Angola",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
244,"Low SDI","Alcohol","Drug-susceptible tuberculosis",0.253,"Angola",0.269,0.068057,0.1225,0.0309925,NA,"no","no"
245,"Low SDI","Alcohol","Idiopathic epilepsy",0.138,"Angola",0.269,0.037122,0.1225,0.016905,"All other noncommunicable diseases","no","no"
246,"Low SDI","Alcohol","Extensively drug-resistant tuberculosis",0.15,"Angola",0.269,0.04035,0.1225,0.018375,NA,"no","no"
247,"Low SDI","Alcohol","Intracerebral hemorrhage",0.102,"Angola",0.269,0.027438,0.1225,0.012495,"Haemorrhagic stroke","yes","no"
248,"Low SDI","Alcohol","Hypertensive heart disease",0.111,"Angola",0.269,0.029859,0.1225,0.0135975,"All other cardiovascular diseases","yes","no"
249,"Low SDI","Alcohol","Larynx cancer",0.174,"Angola",0.269,0.046806,0.1225,0.021315,"Upper aerodigestive tract cancers","yes","no"
250,"Low SDI","Alcohol","Lip and oral cavity cancer",0.302,"Angola",0.269,0.081238,0.1225,0.036995,"Upper aerodigestive tract cancers","yes","no"
251,"Low SDI","Alcohol","Liver cancer due to alcohol use",1,"Angola",0.269,0.269,0.1225,0.1225,"Liver cancer","yes","no"
252,"Low SDI","Alcohol","Multidrug-resistant tuberculosis without extensive drug resistance",0.204,"Angola",0.269,0.054876,0.1225,0.02499,NA,"no","no"
253,"Low SDI","Alcohol","Nasopharynx cancer",0.329,"Angola",0.269,0.088501,0.1225,0.0403025,"Upper aerodigestive tract cancers","yes","no"
254,"Low SDI","Alcohol","Esophageal cancer",0.215,"Angola",0.269,0.057835,0.1225,0.0263375,"Upper aerodigestive tract cancers","yes","no"
255,"Low SDI","Alcohol","Other pharynx cancer",0.335,"Angola",0.269,0.090115,0.1225,0.0410375,"Upper aerodigestive tract cancers","yes","no"
256,"Low SDI","Alcohol","Pancreatitis",0.274,"Angola",0.269,0.073706,0.1225,0.033565,"All other noncommunicable diseases","no","no"
257,"Low SDI","Alcohol","Self-harm by firearm",0.142,"Angola",0.269,0.038198,0.1225,0.017395,"All other noncommunicable diseases","no","yes"
258,"Low SDI","Alcohol","Self-harm by other specified means",0.14,"Angola",0.269,0.03766,0.1225,0.01715,"All other noncommunicable diseases","no","yes"
259,"Low SDI","Smoking","Aortic aneurysm",0.128,"Angola",0.151768,0.019426304,NA,NA,"All other cardiovascular diseases","yes","no"
260,"Low SDI","Smoking","Chronic obstructive pulmonary disease",0.252,"Angola",0.151768,0.038245536,NA,NA,"Chronic respiratory diseases","yes","no"
261,"Low SDI","Smoking","Intracerebral hemorrhage",0.111,"Angola",0.151768,0.016846248,NA,NA,"Haemorrhagic stroke","yes","no"
262,"Low SDI","Smoking","Ischemic heart disease",0.111,"Angola",0.151768,0.016846248,NA,NA,"Ischaemic heart disease","yes","no"
263,"Low SDI","Smoking","Larynx cancer",0.396,"Angola",0.151768,0.060100128,NA,NA,"Upper aerodigestive tract cancers","yes","no"
264,"Low SDI","Smoking","Lip and oral cavity cancer",0.174,"Angola",0.151768,0.026407632,NA,NA,"Upper aerodigestive tract cancers","yes","no"
265,"Low SDI","Smoking","Nasopharynx cancer",0.182,"Angola",0.151768,0.027621776,NA,NA,"Upper aerodigestive tract cancers","yes","no"
266,"Low SDI","Smoking","Esophageal cancer",0.164,"Angola",0.151768,0.024889952,NA,NA,"Upper aerodigestive tract cancers","yes","no"
267,"Low SDI","Smoking","Prostate cancer",0.012,"Angola",0.151768,0.001821216,NA,NA,"Prostate cancer","yes","no"
268,"Low SDI","Smoking","Tracheal, bronchus, and lung cancer",0.444,"Angola",0.151768,0.067384992,NA,NA,"Lung cancer","yes","no"
269,"High-middle SDI","Alcohol","Alcohol use disorders",1,"Antigua and Barbuda",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
270,"High-middle SDI","Alcohol","Alcoholic cardiomyopathy",1,"Antigua and Barbuda",0.269,0.269,0.1225,0.1225,"All other cardiovascular diseases","yes","no"
271,"High-middle SDI","Alcohol","Assault by firearm",0.205,"Antigua and Barbuda",0.269,0.055145,0.1225,0.0251125,NA,"no","no"
272,"High-middle SDI","Alcohol","Assault by other means",0.236,"Antigua and Barbuda",0.269,0.063484,0.1225,0.02891,NA,"no","no"
273,"High-middle SDI","Alcohol","Assault by sharp object",0.237,"Antigua and Barbuda",0.269,0.063753,0.1225,0.0290325,NA,"no","no"
274,"High-middle SDI","Alcohol","Atrial fibrillation and flutter",0.123,"Antigua and Barbuda",0.269,0.033087,0.1225,0.0150675,"All other cardiovascular diseases","yes","no"
275,"High-middle SDI","Alcohol","Breast cancer",0.128,"Antigua and Barbuda",0.269,0.034432,0.1225,0.01568,"Breast cancer","yes","no"
276,"High-middle SDI","Alcohol","Cirrhosis and other chronic liver diseases due to alcohol use",1,"Antigua and Barbuda",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
277,"High-middle SDI","Alcohol","Colon and rectum cancer",0.174,"Antigua and Barbuda",0.269,0.046806,0.1225,0.021315,"Colon and rectum cancer","yes","no"
278,"High-middle SDI","Alcohol","Cyclist road injuries",0.193,"Antigua and Barbuda",0.269,0.051917,0.1225,0.0236425,"All other noncommunicable diseases","no","no"
279,"High-middle SDI","Alcohol","Drowning",0.106,"Antigua and Barbuda",0.269,0.028514,0.1225,0.012985,"All other noncommunicable diseases","no","no"
280,"High-middle SDI","Alcohol","Drug-susceptible tuberculosis",0.421,"Antigua and Barbuda",0.269,0.113249,0.1225,0.0515725,NA,"no","no"
281,"High-middle SDI","Alcohol","Idiopathic epilepsy",0.263,"Antigua and Barbuda",0.269,0.070747,0.1225,0.0322175,"All other noncommunicable diseases","no","no"
282,"High-middle SDI","Alcohol","Extensively drug-resistant tuberculosis",0.61,"Antigua and Barbuda",0.269,0.16409,0.1225,0.074725,NA,"no","no"
283,"High-middle SDI","Alcohol","Fire, heat, and hot substances",0.106,"Antigua and Barbuda",0.269,0.028514,0.1225,0.012985,"All other noncommunicable diseases","no","no"
284,"High-middle SDI","Alcohol","Intracerebral hemorrhage",0.245,"Antigua and Barbuda",0.269,0.065905,0.1225,0.0300125,"Haemorrhagic stroke","yes","no"
285,"High-middle SDI","Alcohol","Hypertensive heart disease",0.179,"Antigua and Barbuda",0.269,0.048151,0.1225,0.0219275,"All other cardiovascular diseases","yes","no"
286,"High-middle SDI","Alcohol","Larynx cancer",0.393,"Antigua and Barbuda",0.269,0.105717,0.1225,0.0481425,"Upper aerodigestive tract cancers","yes","no"
287,"High-middle SDI","Alcohol","Lip and oral cavity cancer",0.597,"Antigua and Barbuda",0.269,0.160593,0.1225,0.0731325,"Upper aerodigestive tract cancers","yes","no"
288,"High-middle SDI","Alcohol","Liver cancer due to alcohol use",1,"Antigua and Barbuda",0.269,0.269,0.1225,0.1225,"Liver cancer","yes","no"
289,"High-middle SDI","Alcohol","Lower respiratory infections",0.116,"Antigua and Barbuda",0.269,0.031204,0.1225,0.01421,NA,"no","no"
290,"High-middle SDI","Alcohol","Motor vehicle road injuries",0.158,"Antigua and Barbuda",0.269,0.042502,0.1225,0.019355,"All other noncommunicable diseases","no","no"
291,"High-middle SDI","Alcohol","Motorcyclist road injuries",0.191,"Antigua and Barbuda",0.269,0.051379,0.1225,0.0233975,"All other noncommunicable diseases","no","no"
292,"High-middle SDI","Alcohol","Multidrug-resistant tuberculosis without extensive drug resistance",0.569,"Antigua and Barbuda",0.269,0.153061,0.1225,0.0697025,NA,"no","no"
293,"High-middle SDI","Alcohol","Nasopharynx cancer",0.554,"Antigua and Barbuda",0.269,0.149026,0.1225,0.067865,"Upper aerodigestive tract cancers","yes","no"
294,"High-middle SDI","Alcohol","Esophageal cancer",0.39,"Antigua and Barbuda",0.269,0.10491,0.1225,0.047775,"Upper aerodigestive tract cancers","yes","no"
295,"High-middle SDI","Alcohol","Other pharynx cancer",0.652,"Antigua and Barbuda",0.269,0.175388,0.1225,0.07987,"Upper aerodigestive tract cancers","yes","no"
296,"High-middle SDI","Alcohol","Other road injuries",0.186,"Antigua and Barbuda",0.269,0.050034,0.1225,0.022785,"All other noncommunicable diseases","no","no"
297,"High-middle SDI","Alcohol","Other transport injuries",0.213,"Antigua and Barbuda",0.269,0.057297,0.1225,0.0260925,"All other noncommunicable diseases","no","no"
298,"High-middle SDI","Alcohol","Other unintentional injuries",0.116,"Antigua and Barbuda",0.269,0.031204,0.1225,0.01421,"All other noncommunicable diseases","no","no"
299,"High-middle SDI","Alcohol","Pancreatitis",0.517,"Antigua and Barbuda",0.269,0.139073,0.1225,0.0633325,"All other noncommunicable diseases","no","no"
300,"High-middle SDI","Alcohol","Pedestrian road injuries",0.173,"Antigua and Barbuda",0.269,0.046537,0.1225,0.0211925,"All other noncommunicable diseases","no","no"
301,"High-middle SDI","Alcohol","Poisonings",0.102,"Antigua and Barbuda",0.269,0.027438,0.1225,0.012495,"All other noncommunicable diseases","no","no"
302,"High-middle SDI","Alcohol","Self-harm by firearm",0.316,"Antigua and Barbuda",0.269,0.085004,0.1225,0.03871,"All other noncommunicable diseases","no","yes"
303,"High-middle SDI","Alcohol","Self-harm by other specified means",0.336,"Antigua and Barbuda",0.269,0.090384,0.1225,0.04116,"All other noncommunicable diseases","no","yes"
304,"High-middle SDI","Smoking","Acute myeloid leukaemia",0.105,"Antigua and Barbuda",0.173368,0.01820364,1,0.105,"All other cancers","yes","no"
305,"High-middle SDI","Smoking","All causes",0.148,"Antigua and Barbuda",0.173368,0.025658464,1,0.148,NA,"no","no"
306,"High-middle SDI","Smoking","Aortic aneurysm",0.178,"Antigua and Barbuda",0.173368,0.030859504,1,0.178,"All other cardiovascular diseases","yes","no"
307,"High-middle SDI","Smoking","Asthma",0.141,"Antigua and Barbuda",0.173368,0.024444888,1,0.141,"Chronic respiratory diseases","yes","no"
308,"High-middle SDI","Smoking","Bladder cancer",0.302,"Antigua and Barbuda",0.173368,0.052357136,1,0.302,"All other cancers","yes","no"
309,"High-middle SDI","Smoking","Chronic lymphoid leukaemia",0.133,"Antigua and Barbuda",0.173368,0.023057944,1,0.133,"All other cancers","yes","no"
310,"High-middle SDI","Smoking","Chronic myeloid leukaemia",0.114,"Antigua and Barbuda",0.173368,0.019763952,1,0.114,"All other cancers","yes","no"
311,"High-middle SDI","Smoking","Chronic obstructive pulmonary disease",0.555,"Antigua and Barbuda",0.173368,0.09621924,1,0.555,"Chronic respiratory diseases","yes","no"
312,"High-middle SDI","Smoking","Drug-susceptible tuberculosis",0.144,"Antigua and Barbuda",0.173368,0.024964992,1,0.144,NA,"no","no"
313,"High-middle SDI","Smoking","Extensively drug-resistant tuberculosis",0.184,"Antigua and Barbuda",0.173368,0.031899712,1,0.184,NA,"no","no"
314,"High-middle SDI","Smoking","Intracerebral hemorrhage",0.209,"Antigua and Barbuda",0.173368,0.036233912,1,0.209,"Haemorrhagic stroke","yes","no"
315,"High-middle SDI","Smoking","Hypertensive heart disease",0.115,"Antigua and Barbuda",0.173368,0.01993732,1,0.115,"All other cardiovascular diseases","yes","no"
316,"High-middle SDI","Smoking","Ischemic heart disease",0.153,"Antigua and Barbuda",0.173368,0.026525304,1,0.153,"Ischaemic heart disease","yes","no"
317,"High-middle SDI","Smoking","Ischemic stroke",0.13,"Antigua and Barbuda",0.173368,0.02253784,1,0.13,"Ischaemic stroke","yes","no"
318,"High-middle SDI","Smoking","Kidney cancer",0.19,"Antigua and Barbuda",0.173368,0.03293992,1,0.19,"All other cancers","yes","no"
319,"High-middle SDI","Smoking","Larynx cancer",0.756,"Antigua and Barbuda",0.173368,0.131066208,1,0.756,"Upper aerodigestive tract cancers","yes","no"
320,"High-middle SDI","Smoking","Lip and oral cavity cancer",0.533,"Antigua and Barbuda",0.173368,0.092405144,1,0.533,"Upper aerodigestive tract cancers","yes","no"
